community_id,size,dominant_sentiment,dominant_topic,avg_sentiment_score,positive_pct,negative_pct
917,2,neutral,productivity,0.0063,0.0,0.0
918,2,neutral,productivity,0.0,0.0,0.0
919,2,positive,reliability,0.2154,50.0,50.0
920,2,neutral,productivity,0.0,0.0,0.0
943,2,positive,productivity,0.4769,50.0,0.0
944,2,neutral,reliability,0.0,0.0,0.0
945,2,negative,reliability,-0.148,0.0,50.0
974,2,negative,productivity,-0.1039,50.0,50.0
967,2,positive,job_displacement,0.199,100.0,0.0
968,2,neutral,job_displacement,0.2494,50.0,0.0
969,2,positive,job_displacement,0.3861,100.0,0.0
970,2,positive,job_displacement,0.0128,50.0,50.0
971,2,positive,unknown,0.4496,100.0,0.0
972,2,positive,productivity,0.827,100.0,0.0
126,2,negative,productivity,-0.6059,0.0,100.0
975,2,neutral,productivity,0.1342,50.0,0.0
965,2,negative,job_displacement,-0.148,0.0,50.0
976,2,positive,productivity,0.7655,100.0,0.0
977,2,positive,productivity,0.4366,100.0,0.0
978,2,positive,job_displacement,0.201,50.0,0.0
979,2,negative,unknown,-0.1626,0.0,50.0
980,2,neutral,productivity,0.0,0.0,0.0
981,2,neutral,productivity,0.4758,50.0,0.0
982,2,negative,productivity,0.1562,50.0,50.0
966,2,neutral,job_displacement,-0.148,0.0,50.0
964,2,neutral,reliability,0.201,50.0,0.0
946,2,positive,productivity,0.6148,100.0,0.0
954,2,negative,job_displacement,-0.4672,0.0,100.0
947,2,negative,job_displacement,-0.21,0.0,100.0
948,2,neutral,reliability,0.3124,50.0,0.0
949,2,neutral,job_displacement,-0.288,0.0,50.0
950,2,positive,job_displacement,0.201,50.0,0.0
951,2,neutral,reliability,0.1901,50.0,0.0
952,2,neutral,productivity,0.4968,50.0,0.0
953,2,positive,job_displacement,0.4253,100.0,0.0
955,2,positive,productivity,0.6996,100.0,0.0
963,2,neutral,productivity,0.0,0.0,0.0
135,2,positive,reliability,0.3692,100.0,0.0
957,2,positive,cost,0.5884,100.0,0.0
958,2,positive,productivity,0.2692,100.0,0.0
959,2,neutral,job_displacement,0.082,50.0,0.0
960,2,neutral,reliability,0.4296,50.0,0.0
961,2,positive,job_displacement,0.5154,100.0,0.0
962,2,positive,reliability,0.4467,50.0,0.0
904,2,positive,productivity,0.2611,100.0,0.0
122,2,positive,productivity,0.5007,100.0,0.0
902,2,positive,productivity,0.5932,100.0,0.0
849,2,negative,job_displacement,0.1282,50.0,50.0
842,2,neutral,job_displacement,0.4738,50.0,0.0
843,2,positive,productivity,0.4603,100.0,0.0
844,2,neutral,reliability,0.159,50.0,0.0
845,2,positive,productivity,0.3286,100.0,0.0
846,2,positive,job_displacement,-0.0103,50.0,50.0
847,2,positive,productivity,0.2512,50.0,0.0
848,2,negative,productivity,0.1969,50.0,50.0
850,2,positive,productivity,0.362,50.0,0.0
840,2,positive,productivity,0.293,50.0,0.0
851,2,neutral,job_displacement,-0.2059,0.0,50.0
852,2,neutral,unknown,0.0,0.0,0.0
853,2,positive,cost,0.0771,50.0,50.0
854,2,neutral,productivity,-0.0258,0.0,50.0
855,2,neutral,reliability,0.293,50.0,0.0
3,2,negative,reliability,-0.1909,0.0,50.0
148,2,positive,productivity,0.0766,50.0,0.0
841,2,positive,productivity,0.5872,100.0,0.0
839,2,positive,job_displacement,0.2202,50.0,0.0
119,2,positive,job_displacement,0.4096,50.0,0.0
828,2,negative,cost,0.106,50.0,50.0
821,2,neutral,unknown,0.4626,50.0,0.0
822,2,neutral,job_displacement,0.2202,50.0,0.0
823,2,negative,job_displacement,-0.0416,50.0,50.0
824,2,neutral,job_displacement,-0.3676,0.0,50.0
825,2,neutral,unknown,0.1806,50.0,0.0
114,2,negative,productivity,0.0854,50.0,50.0
827,2,positive,job_displacement,0.6256,100.0,0.0
829,2,negative,productivity,0.2613,50.0,50.0
838,2,negative,job_displacement,-0.0741,50.0,50.0
676,2,positive,cost,0.209,100.0,0.0
831,2,neutral,unknown,-0.047,0.0,50.0
832,2,neutral,job_displacement,0.0387,50.0,0.0
833,2,neutral,productivity,0.27,50.0,0.0
115,2,neutral,productivity,0.2787,50.0,0.0
835,2,positive,job_displacement,0.1032,50.0,50.0
837,2,neutral,productivity,-0.0184,0.0,50.0
860,2,positive,job_displacement,0.2202,50.0,0.0
862,2,positive,reliability,0.4491,100.0,0.0
901,2,negative,job_displacement,-0.0981,50.0,50.0
892,2,positive,unknown,0.2779,100.0,0.0
885,2,positive,productivity,0.4524,50.0,50.0
886,2,neutral,reliability,0.3179,50.0,0.0
887,2,positive,reliability,0.66,100.0,0.0
888,2,neutral,job_displacement,0.1242,50.0,0.0
889,2,neutral,productivity,0.0,0.0,0.0
890,2,neutral,unknown,0.0,0.0,0.0
891,2,negative,productivity,-0.3243,0.0,50.0
893,2,positive,cost,0.3682,100.0,0.0
883,2,positive,reliability,0.0819,50.0,50.0
894,2,neutral,job_displacement,0.0,0.0,0.0
895,2,positive,productivity,0.3316,100.0,0.0
896,2,negative,reliability,0.1841,50.0,50.0
897,2,neutral,productivity,0.0766,50.0,0.0
898,2,positive,productivity,0.3119,100.0,0.0
899,2,neutral,job_displacement,0.0,0.0,0.0
900,2,negative,productivity,-0.1192,0.0,50.0
884,2,positive,job_displacement,0.5023,100.0,0.0
882,2,positive,productivity,0.2755,100.0,0.0
146,2,neutral,reliability,0.0,0.0,0.0
871,2,negative,job_displacement,-0.2012,0.0,50.0
864,2,positive,job_displacement,-0.0276,50.0,50.0
865,2,positive,cost,0.4478,100.0,0.0
866,2,neutral,job_displacement,0.0894,50.0,0.0
867,2,positive,reliability,0.2108,50.0,0.0
868,2,positive,productivity,0.2611,50.0,50.0
869,2,positive,job_displacement,0.2312,50.0,50.0
145,2,neutral,productivity,0.336,50.0,0.0
872,2,negative,productivity,-0.1235,0.0,50.0
881,2,neutral,unknown,-0.3155,0.0,50.0
142,2,neutral,unknown,0.1366,50.0,0.0
875,2,positive,productivity,0.3948,100.0,0.0
876,2,positive,productivity,0.8868,100.0,0.0
877,2,neutral,job_displacement,0.0,0.0,0.0
878,2,positive,cost,0.3483,50.0,0.0
141,2,positive,productivity,0.4287,50.0,0.0
880,2,neutral,productivity,0.3464,50.0,0.0
677,2,neutral,reliability,0.2202,50.0,0.0
657,2,negative,unknown,0.0817,50.0,50.0
675,2,positive,job_displacement,0.2202,50.0,0.0
447,2,positive,job_displacement,0.3816,100.0,0.0
440,2,positive,job_displacement,0.4404,100.0,0.0
277,2,neutral,unknown,0.1862,50.0,0.0
442,2,positive,job_displacement,0.7762,100.0,0.0
443,2,neutral,job_displacement,0.4312,50.0,0.0
444,2,positive,productivity,0.5846,100.0,0.0
276,2,positive,job_displacement,-0.0767,50.0,50.0
22,2,neutral,job_displacement,0.0129,0.0,0.0
448,2,neutral,reliability,0.2749,50.0,0.0
272,2,neutral,cost,0.0934,50.0,0.0
275,2,positive,job_displacement,0.467,100.0,0.0
450,2,neutral,productivity,0.0,0.0,0.0
451,2,positive,reliability,0.2694,100.0,0.0
453,2,positive,cost,0.2202,50.0,0.0
455,2,negative,cost,-0.2194,50.0,50.0
456,2,positive,cost,0.2379,50.0,50.0
457,2,negative,reliability,0.119,50.0,50.0
438,2,positive,job_displacement,-0.3687,50.0,50.0
437,2,negative,job_displacement,-0.4858,0.0,100.0
436,2,neutral,reliability,0.0,0.0,0.0
435,2,positive,productivity,0.182,50.0,0.0
420,2,neutral,job_displacement,0.3122,50.0,0.0
421,2,neutral,job_displacement,-0.0204,0.0,0.0
422,2,positive,job_displacement,0.2015,100.0,0.0
287,2,negative,productivity,-0.1277,0.0,50.0
54,2,positive,productivity,-0.168,50.0,50.0
425,2,positive,productivity,0.5709,100.0,0.0
426,2,neutral,job_displacement,0.2202,50.0,0.0
427,2,positive,reliability,0.2108,50.0,0.0
428,2,neutral,reliability,0.0954,50.0,0.0
429,2,positive,job_displacement,0.1806,50.0,0.0
430,2,neutral,cost,0.0,0.0,0.0
24,2,positive,productivity,-0.1282,50.0,50.0
285,2,neutral,reliability,0.1366,50.0,0.0
61,2,positive,reliability,-0.2635,50.0,50.0
434,2,neutral,cost,-0.293,0.0,50.0
458,2,negative,productivity,0.0326,50.0,50.0
460,2,negative,job_displacement,-0.3125,0.0,50.0
674,2,negative,productivity,-0.2709,50.0,50.0
491,2,neutral,productivity,0.3194,50.0,0.0
483,2,positive,productivity,0.0082,50.0,50.0
264,2,positive,job_displacement,0.247,50.0,0.0
263,2,negative,job_displacement,0.1368,50.0,50.0
486,2,positive,job_displacement,0.657,100.0,0.0
261,2,positive,job_displacement,0.2997,50.0,0.0
489,2,positive,productivity,0.0766,50.0,0.0
490,2,positive,productivity,0.2522,50.0,50.0
20,2,positive,job_displacement,0.7066,100.0,0.0
461,2,neutral,productivity,0.2787,50.0,0.0
493,2,positive,job_displacement,0.0593,50.0,50.0
494,2,neutral,unknown,0.1147,50.0,0.0
495,2,positive,job_displacement,0.2108,50.0,0.0
260,2,positive,job_displacement,0.2202,50.0,0.0
497,2,neutral,productivity,0.2997,50.0,0.0
499,2,negative,productivity,0.1386,50.0,50.0
500,2,neutral,productivity,0.0,0.0,0.0
265,2,neutral,productivity,0.3184,50.0,0.0
266,2,negative,reliability,-0.1703,0.0,50.0
480,2,neutral,job_displacement,0.2981,50.0,0.0
479,2,positive,job_displacement,0.6261,100.0,0.0
462,2,neutral,productivity,0.4139,50.0,0.0
463,2,neutral,productivity,0.2553,50.0,0.0
464,2,neutral,reliability,0.1656,50.0,0.0
465,2,neutral,unknown,0.1101,50.0,0.0
466,2,neutral,unknown,0.4376,50.0,0.0
68,2,neutral,job_displacement,0.3776,50.0,0.0
270,2,negative,productivity,-0.0578,0.0,50.0
469,2,positive,productivity,0.0703,50.0,50.0
470,2,positive,unknown,-0.1473,50.0,50.0
471,2,positive,productivity,0.3079,50.0,50.0
473,2,positive,reliability,-0.1249,50.0,50.0
474,2,neutral,job_displacement,-0.2384,0.0,50.0
268,2,positive,productivity,0.5696,100.0,0.0
476,2,positive,unknown,0.4298,100.0,0.0
477,2,neutral,unknown,0.3405,50.0,0.0
419,2,positive,job_displacement,0.3298,50.0,0.0
417,2,neutral,productivity,0.0,0.0,0.0
289,2,negative,productivity,-0.1716,0.0,50.0
362,2,neutral,job_displacement,0.1181,50.0,0.0
354,2,positive,job_displacement,-0.318,50.0,50.0
318,2,negative,job_displacement,-0.6662,0.0,100.0
356,2,positive,productivity,0.8774,100.0,0.0
357,2,positive,productivity,0.5242,100.0,0.0
47,2,positive,productivity,0.5545,100.0,0.0
359,2,positive,unknown,0.3695,100.0,0.0
42,2,neutral,job_displacement,0.2436,50.0,0.0
363,2,neutral,productivity,0.397,50.0,0.0
27,2,neutral,reliability,0.0,0.0,0.0
364,2,positive,unknown,0.6657,100.0,0.0
368,2,neutral,unknown,0.2705,50.0,0.0
369,2,positive,productivity,0.3062,50.0,0.0
313,2,neutral,productivity,0.088,50.0,0.0
371,2,neutral,cost,0.0,0.0,0.0
312,2,positive,job_displacement,0.0481,50.0,50.0
373,2,neutral,reliability,0.1548,50.0,0.0
353,2,neutral,job_displacement,0.4364,50.0,0.0
352,2,neutral,productivity,0.4653,50.0,0.0
320,2,positive,productivity,0.2139,100.0,0.0
349,2,neutral,unknown,0.0,0.0,0.0
327,2,positive,productivity,0.2734,100.0,0.0
333,2,neutral,unknown,0.258,50.0,0.0
334,2,positive,job_displacement,0.8302,100.0,0.0
326,2,positive,job_displacement,0.026,50.0,0.0
336,2,neutral,productivity,0.3062,50.0,0.0
337,2,positive,job_displacement,0.204,100.0,0.0
339,2,negative,reliability,-0.0118,50.0,50.0
340,2,neutral,reliability,0.0,0.0,0.0
48,2,neutral,productivity,-0.148,0.0,50.0
342,2,negative,productivity,-0.089,0.0,50.0
324,2,positive,job_displacement,0.4097,100.0,0.0
344,2,neutral,unknown,0.4716,50.0,0.0
346,2,positive,job_displacement,0.8152,100.0,0.0
321,2,positive,job_displacement,0.504,100.0,0.0
348,2,positive,productivity,0.8365,100.0,0.0
375,2,positive,job_displacement,0.455,100.0,0.0
51,2,positive,cost,0.2202,50.0,0.0
309,2,neutral,unknown,0.31,50.0,0.0
398,2,positive,reliability,0.7421,100.0,0.0
400,2,neutral,job_displacement,0.2302,50.0,0.0
401,2,neutral,unknown,0.0,0.0,0.0
402,2,neutral,unknown,-0.247,0.0,50.0
33,2,positive,reliability,0.0386,50.0,0.0
296,2,positive,productivity,0.0766,50.0,0.0
405,2,neutral,unknown,0.0,0.0,0.0
406,2,positive,job_displacement,0.2633,50.0,0.0
295,2,positive,productivity,-0.1564,50.0,50.0
294,2,positive,job_displacement,0.4992,100.0,0.0
409,2,neutral,reliability,-0.2068,0.0,50.0
410,2,neutral,reliability,-0.286,0.0,50.0
292,2,positive,productivity,0.1325,50.0,0.0
53,2,positive,productivity,0.201,50.0,0.0
290,2,positive,productivity,-0.0722,50.0,50.0
414,2,neutral,cost,0.0,0.0,0.0
399,2,neutral,job_displacement,0.2099,50.0,0.0
297,2,positive,job_displacement,-0.0752,50.0,50.0
378,2,negative,productivity,-0.5341,0.0,100.0
396,2,positive,job_displacement,0.7978,100.0,0.0
379,2,positive,productivity,0.4836,100.0,0.0
308,2,positive,job_displacement,0.3353,100.0,0.0
382,2,positive,job_displacement,0.56,100.0,0.0
383,2,positive,productivity,0.8311,100.0,0.0
305,2,neutral,productivity,-0.1591,0.0,50.0
302,2,positive,reliability,0.3825,50.0,0.0
386,2,neutral,job_displacement,0.17,50.0,0.0
35,2,negative,job_displacement,-0.0286,0.0,50.0
388,2,positive,productivity,0.6478,100.0,0.0
389,2,neutral,unknown,-0.148,0.0,50.0
390,2,negative,productivity,0.0115,50.0,50.0
300,2,neutral,unknown,0.1468,50.0,0.0
392,2,positive,job_displacement,-0.0779,50.0,50.0
393,2,positive,productivity,0.1132,50.0,0.0
394,2,neutral,productivity,0.0,0.0,0.0
70,2,negative,cost,-0.286,0.0,50.0
502,2,negative,cost,0.1836,50.0,50.0
503,2,positive,productivity,0.1366,50.0,0.0
14,2,neutral,productivity,0.3186,50.0,0.0
614,2,positive,unknown,0.4586,100.0,0.0
616,2,negative,productivity,-0.2838,0.0,100.0
617,2,negative,productivity,-0.0565,50.0,50.0
618,2,positive,job_displacement,0.7558,100.0,0.0
219,2,neutral,unknown,0.0,0.0,0.0
218,2,neutral,productivity,0.4316,50.0,0.0
621,2,positive,productivity,0.3524,50.0,50.0
623,2,positive,reliability,0.204,50.0,50.0
229,2,positive,job_displacement,0.5028,100.0,0.0
624,2,neutral,job_displacement,0.0,0.0,0.0
217,2,positive,job_displacement,0.4474,50.0,0.0
87,2,positive,productivity,0.6454,100.0,0.0
627,2,positive,productivity,0.5504,100.0,0.0
628,2,positive,job_displacement,-0.0903,50.0,50.0
629,2,neutral,job_displacement,0.4756,50.0,0.0
630,2,negative,productivity,-0.4087,0.0,100.0
613,2,neutral,productivity,0.0042,0.0,0.0
612,2,positive,job_displacement,0.0258,50.0,0.0
611,2,positive,job_displacement,0.6356,100.0,0.0
609,2,positive,job_displacement,0.473,100.0,0.0
593,2,negative,cost,-0.2787,0.0,50.0
594,2,neutral,reliability,0.0,0.0,0.0
595,2,negative,job_displacement,-0.4023,0.0,100.0
596,2,neutral,reliability,0.0,0.0,0.0
597,2,positive,job_displacement,0.275,50.0,0.0
598,2,positive,productivity,0.63,100.0,0.0
600,2,negative,productivity,-0.3723,0.0,100.0
601,2,positive,productivity,0.9056,100.0,0.0
602,2,positive,job_displacement,0.335,50.0,0.0
603,2,neutral,job_displacement,0.0,0.0,0.0
604,2,positive,job_displacement,0.4991,100.0,0.0
226,2,negative,job_displacement,0.1035,50.0,50.0
606,2,negative,productivity,-0.0823,50.0,50.0
225,2,neutral,productivity,0.1858,50.0,0.0
224,2,positive,job_displacement,0.782,100.0,0.0
631,2,neutral,job_displacement,0.0,0.0,0.0
632,2,negative,job_displacement,-0.4518,0.0,100.0
214,2,positive,unknown,0.2202,50.0,0.0
206,2,neutral,productivity,-0.0009,0.0,0.0
204,2,positive,productivity,0.6437,100.0,0.0
658,2,positive,productivity,0.5387,100.0,0.0
659,2,negative,job_displacement,0.0216,50.0,50.0
660,2,positive,productivity,0.6326,100.0,0.0
661,2,positive,unknown,0.6494,100.0,0.0
662,2,neutral,job_displacement,0.0,0.0,0.0
663,2,positive,reliability,0.5286,100.0,0.0
664,2,negative,reliability,-0.0514,0.0,50.0
665,2,negative,productivity,-0.1366,0.0,50.0
667,2,negative,job_displacement,-0.1141,50.0,50.0
668,2,positive,job_displacement,0.2202,50.0,0.0
670,2,positive,unknown,0.4344,100.0,0.0
671,2,positive,job_displacement,0.6082,100.0,0.0
672,2,neutral,unknown,0.1591,50.0,0.0
673,2,positive,job_displacement,0.238,100.0,0.0
654,2,positive,reliability,0.8567,100.0,0.0
652,2,negative,productivity,-0.0282,50.0,50.0
634,2,neutral,reliability,-0.3358,0.0,50.0
651,2,neutral,unknown,0.0,0.0,0.0
636,2,neutral,job_displacement,0.0,0.0,0.0
211,2,positive,productivity,0.1072,50.0,0.0
638,2,positive,unknown,-0.0585,50.0,50.0
639,2,negative,job_displacement,0.1584,50.0,50.0
640,2,positive,unknown,0.7605,100.0,0.0
210,2,neutral,cost,0.43,50.0,0.0
642,2,negative,job_displacement,0.0546,50.0,50.0
643,2,neutral,cost,0.0,0.0,0.0
209,2,negative,productivity,-0.0121,50.0,50.0
645,2,positive,unknown,0.2202,50.0,0.0
646,2,neutral,unknown,0.1806,50.0,0.0
647,2,positive,productivity,-0.0236,50.0,50.0
648,2,negative,job_displacement,-0.0254,50.0,50.0
207,2,positive,unknown,0.4459,50.0,0.0
650,2,neutral,productivity,0.172,50.0,0.0
592,2,neutral,productivity,0.0683,50.0,0.0
589,2,positive,job_displacement,0.3007,100.0,0.0
504,2,positive,job_displacement,0.5622,100.0,0.0
534,2,positive,productivity,0.3753,50.0,0.0
527,2,positive,job_displacement,0.4939,100.0,0.0
528,2,negative,unknown,-0.3298,0.0,50.0
529,2,positive,job_displacement,0.201,50.0,0.0
248,2,positive,productivity,0.3286,100.0,0.0
531,2,neutral,cost,0.0,0.0,0.0
246,2,positive,productivity,0.4958,100.0,0.0
533,2,positive,cost,0.2843,100.0,0.0
535,2,positive,job_displacement,0.1558,50.0,0.0
588,2,negative,productivity,-0.0272,50.0,50.0
536,2,positive,job_displacement,0.2369,50.0,0.0
537,2,positive,reliability,0.3592,50.0,0.0
538,2,neutral,reliability,0.2553,50.0,0.0
539,2,neutral,unknown,0.0,0.0,0.0
540,2,positive,unknown,0.6855,100.0,0.0
542,2,neutral,cost,-0.209,0.0,50.0
543,2,neutral,unknown,0.0,0.0,0.0
526,2,neutral,reliability,-0.2384,0.0,50.0
249,2,positive,productivity,0.2,50.0,50.0
251,2,positive,cost,0.4691,100.0,0.0
522,2,positive,job_displacement,0.6696,100.0,0.0
505,2,positive,reliability,0.3683,100.0,0.0
256,2,neutral,productivity,-0.17,0.0,50.0
255,2,positive,cost,0.903,100.0,0.0
509,2,neutral,unknown,0.1465,50.0,0.0
510,2,neutral,productivity,0.076,50.0,0.0
511,2,neutral,reliability,0.0625,50.0,0.0
512,2,positive,reliability,0.3062,50.0,0.0
18,2,positive,job_displacement,0.085,50.0,0.0
514,2,positive,job_displacement,0.635,100.0,0.0
254,2,positive,job_displacement,0.5696,100.0,0.0
516,2,positive,reliability,0.247,50.0,0.0
517,2,negative,job_displacement,0.204,50.0,50.0
518,2,neutral,reliability,0.0,0.0,0.0
519,2,positive,productivity,0.5946,100.0,0.0
253,2,positive,job_displacement,0.201,50.0,0.0
243,2,positive,reliability,0.3003,100.0,0.0
546,2,neutral,job_displacement,0.2468,50.0,0.0
547,2,neutral,unknown,0.3953,50.0,0.0
568,2,positive,productivity,0.4674,100.0,0.0
236,2,neutral,cost,0.1012,50.0,0.0
572,2,positive,job_displacement,0.5044,100.0,0.0
574,2,positive,job_displacement,0.4032,100.0,0.0
575,2,positive,job_displacement,0.1366,50.0,0.0
576,2,neutral,productivity,0.0,0.0,0.0
232,2,positive,job_displacement,0.5418,100.0,0.0
578,2,neutral,unknown,0.3715,50.0,0.0
579,2,positive,productivity,0.8746,100.0,0.0
580,2,neutral,job_displacement,-0.201,0.0,50.0
581,2,negative,productivity,-0.0386,0.0,50.0
582,2,neutral,cost,0.2164,50.0,0.0
583,2,positive,productivity,-0.0291,50.0,50.0
231,2,positive,productivity,0.1566,50.0,50.0
585,2,neutral,job_displacement,-0.0258,0.0,50.0
586,2,positive,job_displacement,0.5348,100.0,0.0
569,2,neutral,job_displacement,-0.4304,0.0,50.0
567,2,neutral,unknown,0.1976,50.0,0.0
77,2,positive,reliability,0.6974,100.0,0.0
566,2,positive,job_displacement,0.8502,100.0,0.0
549,2,positive,productivity,0.7249,100.0,0.0
78,2,neutral,job_displacement,0.0,0.0,0.0
552,2,positive,job_displacement,0.6386,100.0,0.0
554,2,positive,reliability,0.7032,100.0,0.0
238,2,negative,job_displacement,-0.0303,50.0,50.0
556,2,positive,job_displacement,0.5458,100.0,0.0
127,2,neutral,productivity,0.0,0.0,0.0
558,2,positive,reliability,0.1806,50.0,0.0
559,2,neutral,reliability,0.4677,50.0,0.0
560,2,neutral,job_displacement,-0.2722,0.0,50.0
561,2,neutral,unknown,0.3184,50.0,0.0
562,2,negative,productivity,0.2294,50.0,50.0
563,2,positive,productivity,0.4764,50.0,0.0
564,2,neutral,job_displacement,0.2348,50.0,0.0
237,2,neutral,unknown,0.0,0.0,0.0
129,2,positive,reliability,0.7362,100.0,0.0
